School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Community_Type,Charter,Magnet,Relig_subtype,Title 1 School,Title 1 School Wide,type,Street Address,City,State,ZIP,PSS_COUNTY_NO,County FIPS,Locale,County Name
Mercy High School,636249,,,696,,12.54,,,,,,,,0.28,3.87,7.32,3.73,0.14,81.75,2.87,,,,Female_Only,Catholic,City,No,No,Roman Catholic,No,No,private,29300 W 11 MILE RD,FARMINGTON HILLS,MI,48336,26125,125,City: Small,OAKLAND
Mesivta Of West Bloomfield,A1301693,,,40,,4.25,,,,,,,,0,0,0,0,0,100,0,,,,Male_Only,Other Religious,Suburban,No,No,Jewish,No,No,private,4200 WALNUT LAKE RD,WEST BLOOMFIELD,MI,48323,26125,125,Suburb: Large,OAKLAND
Metro Baptist School,2038418,,,13,,5.63,,,,,,,,0,0,5,2.5,0,87.5,5,,,,Coed,Other Religious,Suburban,No,No,Baptist,No,No,private,PO BOX 247,BELLEVILLE,MI,48112,26163,163,Suburb: Large,WAYNE
Michigan Lutheran Seminary,643303,,,196,,8.86,,,,,,,,0,7.65,0,0.51,0.51,86.73,4.59,,,,Coed,Other Religious,City,No,No,Wisconsin Evangelical Lutheran Synod,No,No,private,2777 HARDIN ST,SAGINAW,MI,48602,26145,145,City: Small,SAGINAW
Midland Christian School,643664,,,10,,9.44,,,,,,,,0,0,2.94,0,0,91.17,5.88,,,,Coed,Other Religious,City,No,No,Christian (no denomination specified),No,No,private,4417 W WACKERLY ST,MIDLAND,MI,48640,26111,111,City: Small,MIDLAND
Mt. Olivet Christian School,A1902469,,,4,,3,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,PO BOX 8,BELLEVUE,MI,49021,26025,25,Rural: Distant,CALHOUN
Munising Baptist School,2036294,,,19,,5.81,,,,,,,,0,0,0,0,0,94,6,,,,Coed,Other Religious,Rural,No,No,Baptist,No,No,private,PO BOX 339,WETMORE,MI,49895,26003,3,Rural: Fringe,ALGER
Muskegon Catholic Central,639046,,,126,,19.29,,,,,,,,0.6,5.18,5.18,12.8,0,71.95,4.26,,,,Coed,Catholic,City,No,No,Roman Catholic,No,No,private,1145 W LAKETON AVE,MUSKEGON,MI,49441,26121,121,City: Small,MUSKEGON
New Covenant Christian School,A9103531,,,19,,6.08,,,,,,,,0,1.42,2.85,7.14,0,88.57,0,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,PO BOX 80737,LANSING,MI,48908,26045,45,Suburb: Large,EATON
New Life Christian Academy,A9303580,,,37,,9.11,,,,,,,,0,0,3.22,1.61,0,95.16,0,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,5517 GRISWOLD RD,KIMBALL,MI,48074,26147,147,Suburb: Small,ST. CLAIR
North Pointe Christian Schools,A9702015,,,314,,14.79,,,,,,,,0,6.9,3.85,3.18,0,86.05,0,,,,Coed,Other Religious,City,No,No,Christian (no denomination specified),No,No,private,3101 LEONARD ST NE,GRAND RAPIDS,MI,49525,26081,81,City: Midsize,KENT
Northern Michigan Christian Academy,AA890486,,,21,,9.5,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Rural,No,No,Baptist,No,No,private,PO BOX 287,BURT LAKE,MI,49717,26031,31,Rural: Distant,CHEBOYGAN
Northern Michigan Christian School,A9103539,,,73,,10.54,,,,,,,,0.86,3.44,0.86,0.43,0,94.39,0,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,128 S MARTIN ST,MC BAIN,MI,49657,26113,113,Rural: Distant,MISSAUKEE
Notre Dame Preparatory School & Marist Academy,637399,,,635,,11.6,,,,,,,,0.1,5.9,4.29,6.97,0,80.25,2.46,,,,Coed,Catholic,City,No,No,Roman Catholic,No,No,private,1300 GIDDINGS RD,PONTIAC,MI,48340,26125,125,City: Small,OAKLAND
Nottawa Christian Day School,A1902481,,,7,,13.22,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Rural,No,No,Mennonite,No,No,private,26239 M 86,STURGIS,MI,49091,26149,149,Rural: Distant,ST. JOSEPH
Nottawa Christian School,644602,,,7,,12.66,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Rural,No,No,Mennonite,No,No,private,26239 M 86,STURGIS,MI,49091,26149,149,Rural: Distant,ST. JOSEPH
Novi Christian Academy,A1902482,,,74,,9.18,,,,,,,,0,4.95,24.42,1.32,1.32,66.66,1.32,,,,Coed,Other Religious,City,No,No,Assembly of God,No,No,private,40800 W 13 MILE RD,NOVI,MI,48377,26125,125,City: Small,OAKLAND
Oakdale Academy,A1902487,,,32,,6.47,,,,,,,,0,0.8,1.6,0,0,84.8,12.8,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,3200 BEACHAM DR,WATERFORD,MI,48329,26125,125,Suburb: Large,OAKLAND
Oakland Christian School,641328,,,183,,11.39,,,,,,,,0,7.38,6.96,4.21,0,78.69,2.74,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,3075 SHIMMONS RD,AUBURN HILLS,MI,48326,26125,125,Suburb: Large,OAKLAND
One School Global,A1501955,,,22,,7.85,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Suburban,No,No,Brethren,No,No,private,1050 E SQ LAKE RD,BLOOMFIELD TOWNSHIP,MI,48304,26125,125,Suburb: Large,OAKLAND
Our Lady Of The Lakes Catholic School,1606519,,,116,,6.65,,,,,,,,0,65.28,0,6.41,2.26,8.67,17.35,,,,Coed,Catholic,Suburban,No,No,Roman Catholic,No,No,private,5495 DIXIE HWY,WATERFORD,MI,48329,26125,125,Suburb: Large,OAKLAND
Parkway Christian School,A9103422,,,166,,10.53,,,,,,,,8.83,7.5,19.2,2.86,0.22,61.36,0,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,14500 METROPOLITAN PKWY,STERLING HEIGHTS,MI,48312,26099,99,Suburb: Large,MACOMB
Pinecrest School,A0301864,,,9,,10,,,,,,,,0,0,0,0,0,90,10,,,,Coed,Nonsectarian,Rural,No,No,Nonsectarians,No,No,private,2603 WOODLAND DR,HALE,MI,48739,26069,69,Rural: Remote,IOSCO
Plymouth Christian Academy,644657,,,177,,9.4,,,,,,,,0.67,4.48,9.64,4.7,0.44,80.04,0,,,,Coed,Other Religious,Suburban,No,No,Baptist,No,No,private,43065 JOY RD,CANTON,MI,48187,26163,163,Suburb: Large,WAYNE
Potters House School,A1502062,,,235,,14.35,,,,,,,,0.85,4.97,25.9,25.04,0,43.05,0.17,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,810 VAN RAALTE DR SW,GRAND RAPIDS,MI,49509,26081,81,Suburb: Large,KENT
Prairie Baptist School,2037276,,,6,,2.89,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Rural,No,No,Baptist,No,No,private,11210 PQ AVE E,SCOTTS,MI,49088,26077,77,Rural: Fringe,KALAMAZOO
Reformed Heritage Christian School,A9502388,,,6,,4.75,,,,,,,,0,0,0,3.44,0,96.55,0,,,,Coed,Other Religious,Suburban,No,No,Calvinist,No,No,private,700 FLETCHER AVE,KALAMAZOO,MI,49006,26077,77,Suburb: Midsize,KALAMAZOO
Regina High School,637118,,,270,,9.44,,,,,,,,0,1.48,8.14,0.74,0,88.88,0.74,,,,Female_Only,Catholic,City,No,No,Roman Catholic,No,No,private,13900 MASONIC BLVD,WARREN,MI,48088,26099,99,City: Midsize,MACOMB
Rochester Hills Christian School,645617,,,60,,5.38,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Suburban,No,No,Baptist,No,No,private,3300 S LIVERNOIS RD,ROCHESTER HILLS,MI,48307,26125,125,Suburb: Large,OAKLAND
Roeper City & Country School,A9902435,,,186,,7.57,,,,,,,,0.2,5.47,13.59,1.82,0,70.99,7.91,,,,Coed,Nonsectarian,Suburban,No,No,Nonsectarians,No,No,private,41190 WOODWARD AVE,BLOOMFIELD HILLS,MI,48304,26125,125,Suburb: Large,OAKLAND
Rudolf Steiner School Of Ann Arbor,BB181501,,,93,,5.51,,,,,,,,2.54,6.9,1.81,6.18,0,71.63,10.9,,,,Coed,Nonsectarian,Suburban,No,No,Nonsectarians,No,No,private,2230 PONTIAC TRL,ANN ARBOR,MI,48105,26161,161,Suburb: Large,WASHTENAW
Rudolf Steiner School Of Ann Arbor,2038382,,,93,,5.51,,,,,,,,2.54,6.9,1.81,6.18,0,71.63,10.9,,,,Coed,Nonsectarian,City,No,No,Nonsectarians,No,No,private,2230 PONTIAC TRL,ANN ARBOR,MI,48105,26161,161,City: Midsize,WASHTENAW
Sacred Heart Academy,640914,,,108,,11.31,,,,,,,,1.03,3.09,2.06,1.54,0,85.82,6.44,,,,Coed,Catholic,Town,No,No,Roman Catholic,No,No,private,316 E MICHIGAN ST,MOUNT PLEASANT,MI,48858,26073,73,Town: Distant,ISABELLA
Shrine Catholic High School,637581,,,262,,10.07,,,,,,,,0,9.54,5.34,5.34,0,78.24,1.52,,,,Coed,Catholic,Suburban,No,No,Roman Catholic,No,No,private,3500 W 13 MILE RD,ROYAL OAK,MI,48073,26125,125,Suburb: Large,OAKLAND
Skeels Christian School,A9303532,,,11,,7.16,,,,,,,,0,1.31,0,0,0,98.68,0,,,,Coed,Other Religious,Rural,No,No,Baptist,No,No,private,3956 N M 18,GLADWIN,MI,48624,26051,51,Rural: Distant,GLADWIN
South Christian High School,643391,,,625,,16.53,,,,,,,,0,3.2,0.8,0.8,0,95.2,0,,,,Coed,Other Religious,Rural,No,No,Calvinist,No,No,private,7979 KALAMAZOO AVE SE,BYRON CENTER,MI,49315,26081,81,Rural: Fringe,KENT
Southfield Christian School,1614111,,,168,,13.19,,,,,,,,0,1.56,62.36,0.69,0.17,27.52,7.66,,,,Coed,Other Religious,City,No,No,Christian (no denomination specified),No,No,private,28650 LAHSER RD,SOUTHFIELD,MI,48034,26125,125,City: Small,OAKLAND
Spring Vale Academy,643234,,,34,,6.17,,,,,,,,0,2,4,32,0,62,0,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,4150 S M 52,OWOSSO,MI,48867,26155,155,Rural: Distant,SHIAWASSEE
St Catherine Of Siena Academy,A1301701,,,258,,12.7,,,,,,,,1.16,3.87,0.38,4.65,0,88.75,1.16,,,,Female_Only,Catholic,Suburban,No,No,Roman Catholic,No,No,private,28200 NAPIER RD,WIXOM,MI,48393,26125,125,Suburb: Large,OAKLAND
St Mary Cathedral School,638927,,,78,,9.76,,,,,,,,0,1.2,0,3.61,0,95.18,0,,,,Coed,Catholic,Town,No,No,Roman Catholic,No,No,private,321 N OTSEGO AVE,GAYLORD,MI,49735,26137,137,Town: Remote,OTSEGO
St Mary Catholic Central High School,637311,,,338,,12.61,,,,,,,,0.59,2.36,1.47,3.84,0,89.05,2.66,,,,Coed,Catholic,City,No,No,Roman Catholic,No,No,private,108 W ELM AVE,MONROE,MI,48162,26115,115,City: Small,MONROE
St Mary School,1983724,,,62,,11.3,,,,,,,,0,0,0,4.21,0,95.78,0,,,,Coed,Catholic,Rural,No,No,Roman Catholic,No,No,private,PO BOX 340,LAKE LEELANAU,MI,49653,26089,89,Rural: Distant,LEELANAU
St Mary'S Preparatory School,638632,,,500,,14.79,,,,,,,,0,8,8,4,0,80,0,,,,Male_Only,Catholic,Suburban,No,No,Roman Catholic,No,No,private,3535 COMMERCE RD,ORCHARD LAKE,MI,48324,26125,125,Suburb: Large,OAKLAND
St Patrick School,A0105062,,,93,,17.33,,,,,,,,0.64,1.6,3.2,4.16,0,90.38,0,,,,Coed,Catholic,Town,No,No,Roman Catholic,No,No,private,122 N W ST,PORTLAND,MI,48875,26067,67,Town: Distant,IONIA
State Line Christian School,2037662,,,59,,10.22,,,,,,,,0,1.79,3.58,4.93,0,88.78,0.89,,,,Coed,Other Religious,Suburban,No,No,Baptist,No,No,private,6320 LEWIS AVE,TEMPERANCE,MI,48182,26115,115,Suburb: Large,MONROE
Sundai Michigan International Academy,A0104565,,,1,,0.3,,,,,,,,0,100,0,0,0,0,0,,,,Coed,Nonsectarian,City,No,No,Nonsectarians,No,No,private,24277 NOVI RD,NOVI,MI,48375,26125,125,City: Small,OAKLAND
The Leelanau School,643904,,,37,,2.86,,,,,,,,0,5.4,0,10.81,0,83.78,0,,,,Coed,Nonsectarian,Rural,No,No,Nonsectarians,No,No,private,1 OLD HOMESTEAD RD,GLEN ARBOR,MI,49636,26089,89,Rural: Remote,LEELANAU
The New Millennium Academy,A1301706,,,24,,10.25,,,,,,,,5,0,22.5,50,0,22.5,0,,,,Coed,Other Religious,City,No,No,Christian (no denomination specified),No,No,private,3427 ADAMS AVE,SAGINAW,MI,48602,26145,145,City: Small,SAGINAW
The Valley School,A9103599,,,14,,4.83,,,,,,,,4.54,0,40.9,0,0,50,4.54,,,,Coed,Nonsectarian,Suburban,No,No,Nonsectarians,No,No,private,5255 LINDEN RD,SWARTZ CREEK,MI,48473,26049,49,Suburb: Large,GENESEE
Traverse Bay Mennonite School,A9103601,,,5,,6.36,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Other Religious,Town,No,No,Mennonite,No,No,private,915 CARVER ST,TRAVERSE CITY,MI,49686,26055,55,Town: Remote,GRAND TRAVERSE
Traverse City Christian School,A9702050,,,66,,11.87,,,,,,,,0.49,1.47,0.98,1.47,0,94.58,0.98,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,753 EMERSON RD,TRAVERSE CITY,MI,49696,26055,55,Rural: Fringe,GRAND TRAVERSE
Tri-Unity Christian School,AA001524,,,94,,14.78,,,,,,,,0,1.45,7.63,3.63,0,87.27,0,,,,Coed,Other Religious,Suburban,No,No,Penecostal,No,No,private,5353 WILSON AVE SW,WYOMING,MI,49418,26081,81,Suburb: Large,KENT
Unity Christian High School,643813,,,623,,12.87,,,,,,,,0.16,2.4,0.8,0.8,0.32,95.5,0,,,,Coed,Other Religious,Suburban,No,No,Calvinist,No,No,private,5900 48TH AVE,HUDSONVILLE,MI,49426,26139,139,Suburb: Large,OTTAWA
Valley Lutheran High School,642037,,,299,,14.17,,,,,,,,0.66,2.34,2.67,5.01,0,87.95,1.33,,,,Coed,Other Religious,Suburban,No,No,Lutheran Church – Missouri Synod,No,No,private,3560 MCCARTY RD,SAGINAW,MI,48603,26145,145,Suburb: Midsize,SAGINAW
Valley School,A1502094,,,17,,4.95,,,,,,,,4,4,36,0,4,52,0,,,,Coed,Nonsectarian,Suburban,No,No,Nonsectarians,No,No,private,5255 LINDEN RD,SWARTZ CREEK,MI,48473,26049,49,Suburb: Large,GENESEE
Veritas Christi Catholic H.S.,A1101301,,,34,,3.77,,,,,,,,0,0,0,0,0,100,0,,,,Coed,Nonsectarian,City,No,No,Nonsectarians,No,No,private,PO BOX 2167,ANN ARBOR,MI,48106,26161,161,City: Midsize,WASHTENAW
Washtenaw Christian Academy,2038316,,,40,,6.81,,,,,,,,0,3.7,11.85,3.7,0,77.03,3.7,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,7200 MOON RD,SALINE,MI,48176,26161,161,Rural: Fringe,WASHTENAW
Waterbrook Christian Academy,A1992186,,,31,,7.04,,,,,,,,,,,,,,,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,6100 RICHFIELD RD,FLINT,MI,48506,26049,49,Suburb: Large,GENESEE
West Catholic High School,639261,,,473,,15.61,,,,,,,,0.42,7.18,1.69,5.28,0,85.2,0.21,,,,Coed,Catholic,City,No,No,Roman Catholic,No,No,private,1801 BRISTOL AVE NW,GRAND RAPIDS,MI,49504,26081,81,City: Midsize,KENT
West Highland Christian Academy,645071,,,22,,3.2,,,,,,,,0,1.78,0,0,0,98.21,0,,,,Coed,Other Religious,Rural,No,No,Christian (no denomination specified),No,No,private,1116 S HICKORY RIDGE RD,MILFORD,MI,48380,26125,125,Rural: Fringe,OAKLAND
West Michigan Lutheran School,A0502027,,,25,,4.71,,,,,,,,0,4,4,4,0,84,4,,,,Coed,Other Religious,Suburban,No,No,Lutheran Church – Missouri Synod,No,No,private,601 36TH ST SW STE 2,WYOMING,MI,49509,26081,81,Suburb: Large,KENT
Western Michigan Christian High School,643733,,,272,,15.28,,,,,,,,0.85,4.85,8.57,3.42,0,78.85,3.42,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,455 E ELLIS RD,NORTON SHORES,MI,49441,26121,121,Suburb: Midsize,MUSKEGON
Wixom Christian School,2037924,,,26,,9.34,,,,,,,,0,4.7,2.35,1.17,0,91.76,0,,,,Coed,Other Religious,Suburban,No,No,Baptist,No,No,private,620 N WIXOM RD,WIXOM,MI,48393,26125,125,Suburb: Large,OAKLAND
Yeshiva Gedolah Ateres Mordechai,2038735,,,101,,9.52,,,,,,,,0,0,0,0,0,100,0,,,,Male_Only,Other Religious,Suburban,No,No,Jewish,No,No,private,24600 GREENFIELD RD,OAK PARK,MI,48237,26125,125,Suburb: Large,OAKLAND
Yeshivas Darchei Torah-Girls,A1902531,,,54,,5.59,,,,,,,,0,0,0,0,0,100,0,,,,Female_Only,Other Religious,City,No,No,Jewish,No,No,private,21550 W 12 MILE RD,SOUTHFIELD,MI,48076,26125,125,City: Small,OAKLAND
Zion Christian School,A0301887,,,95,,11.92,,,,,,,,0,0.67,0.33,0,0,97.98,1,,,,Coed,Other Religious,Suburban,No,No,Christian (no denomination specified),No,No,private,7555 BYRON CENTER AVE SW,BYRON CENTER,MI,49315,26081,81,Suburb: Large,KENT
54th Street Academy,2.62E+11,Kelloggsville Public Schools,2620160,66,2.4,27.5,54,2,56,0,17,10,39,0.015151515,0.03030303,0.272727273,0.378787879,0,0.166666667,0.136363636,0.515151515,0.484848485,27,Yes,None,Suburban,No,No,No,Yes,Yes,public,173 54TH ST SW,GRAND RAPIDS,MI,49548,,,Suburb: Large,
Academic and Career Education Academy,2.60E+11,Academic And Career Education Academy,2600330,100,5.52,18.12,92,4,96,23,42,18,17,0,0,0.09,0.01,0.01,0.89,0,0.51,0.49,83,Yes,None,Rural,Yes,No,Yes,Yes,Yes,public,884 EAST ISABELLA RD,MIDLAND,MI,48640,,,Rural: Fringe,
Academy for Business and Technology High School,2.60E+11,Academy For Business And Technology,2600166,281,16.8,16.73,267,2,269,40,44,42,,0,0,0.928825623,0.039145907,0,0.021352313,0.010676157,0.544483986,0.455516014,126,Yes,None,Suburban,Yes,No,Yes,Yes,Yes,public,19625 WOOD ST,MELVINDALE,MI,48122,,,Suburb: Large,
ACCE,2.64E+11,Ypsilanti Community Schools,2636630,187,7.5,24.93,158,4,162,18,32,41,,0.005347594,0.005347594,0.652406417,0.026737968,0,0.203208556,0.106951872,0.556149733,0.443850267,91,Yes,None,Suburban,No,Yes,No,Yes,Yes,public,1076 Ecorse Road,Ypsilanti,MI,48198,,,Suburb: Large,
Accelerated Learning Academy,2.61E+11,Flint School District Of The City Of,2614520,158,10.2,15.49,151,1,152,69,46,23,14,0,0,0.841772152,0,0,0.120253165,0.037974684,0.639240506,0.360759494,138,Yes,None,City,No,No,No,Yes,Yes,public,1602 S AVERILL AVE,FLINT,MI,48503,,,City: Small,
ACE,2.64E+11,West Bloomfield School District,2635820,32,0,†,18,0,18,0,0,7,25,0,0,0.59375,0.03125,0,0.375,0,0.5625,0.4375,7,Yes,None,Suburban,No,No,No,No,†,public,7071 ORCHARD LAKE RD,W BLOOMFIELD,MI,48322,,,Suburb: Large,
ACES Academy,2.60E+11,Alpena Public Schools,2602730,61,1.17,52.14,41,1,42,3,19,19,19,0,0,0,0,0,0.93442623,0.06557377,0.37704918,0.62295082,41,Yes,None,Town,No,No,No,Yes,Yes,public,3303 S THIRD AVE,ALPENA,MI,49707,,,Town: Remote,
Ackerson Lake Community Education,2.62E+11,Napoleon Community Schools,2624960,76,2.5,30.4,52,3,55,5,13,20,38,0,0,0.013157895,0.026315789,0,0.934210526,0.026315789,0.552631579,0.447368421,38,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 308,Napoleon,MI,49261,,,Rural: Fringe,
ACTech High School,2.64E+11,Ypsilanti Community Schools,2636630,426,32,13.31,318,8,326,111,119,101,95,0.002347418,0.009389671,0.572769953,0.178403756,0,0.15258216,0.084507042,0.561032864,0.438967136,331,Yes,None,Suburban,No,No,No,Yes,Yes,public,2095 Packard Road,YPSILANTI,MI,48197,,,Suburb: Large,
AD Johnston JrSr High School,2.60E+11,Bessemer Area School District,2600006,177,12.48,14.18,89,8,97,21,30,30,35,0.005649718,0.011299435,0.011299435,0.039548023,0,0.88700565,0.04519774,0.502824859,0.497175141,81,Yes,None,Rural,No,No,No,Yes,Yes,public,100 WEST LEAD ST,BESSEMER,MI,49911,,,Rural: Distant,
Addison High School,2.60E+11,Addison Community Schools,2601920,247,13.73,17.99,87,8,95,63,62,59,63,0,0.004048583,0.012145749,0.085020243,0,0.858299595,0.04048583,0.506072874,0.493927126,184,Yes,None,Rural,No,No,No,Yes,Yes,public,219 NORTH COMSTOCK ST,ADDISON,MI,49220,,,Rural: Distant,
Adlai Stevenson High School,2.63E+11,Utica Community Schools,2634470,1956,98.6,19.84,945,64,"1,009",65,681,599,570,0.002556237,0.070552147,0.079754601,0.029141104,0.003578732,0.784253579,0.030163599,0.512781186,0.487218814,1345,Yes,None,Suburban,No,No,No,Yes,Yes,public,39701 DODGE PARK RD,STERLING HEIGHTS,MI,48313,,,Suburb: Large,
Adrian Community High School,2.60E+11,Adrian Public Schools,2601950,29,0,†,23,0,23,6,6,9,8,0,0,0.034482759,0.620689655,0,0.24137931,0.103448276,0.482758621,0.517241379,21,Yes,None,Town,No,No,No,Yes,Yes,public,801 EAST MAUMEE ST,ADRIAN,MI,49221,,,Town: Distant,
Adrian High School,2.60E+11,Adrian Public Schools,2601950,799,40.23,19.86,404,61,465,270,191,161,177,0.003754693,0.01126408,0.055068836,0.276595745,0,0.573216521,0.080100125,0.50563204,0.49436796,622,Yes,None,Town,No,No,No,Yes,Yes,public,785 RIVERSIDE AVE,ADRIAN,MI,49221,,,Town: Distant,
Airport Middle College,2.60E+11,Airport Community Schools,2601980,16,0,†,3,0,3,0,6,1,9,0,0,0,0,0,1,0,0.4375,0.5625,7,Yes,None,Rural,No,No,No,No,†,public,11330 GRAFTON RD,CARLETON,MI,48117,,,Rural: Fringe,
Airport Senior High School,2.60E+11,Airport Community Schools,2601980,739,41.79,17.68,283,19,302,217,200,181,140,0,0,0.00947226,0.050067659,0,0.899864682,0.040595399,0.50067659,0.49932341,598,Yes,None,Rural,No,No,No,No,†,public,11330 GRAFTON RD,CARLETON,MI,48117,,,Rural: Fringe,
AkronFairgrove JrSr High School,2.60E+11,Akron-fairgrove Schools,2602010,169,8.36,20.22,97,17,114,24,21,22,,0,0,0.01183432,0.082840237,0,0.852071006,0.053254438,0.485207101,0.514792899,67,Yes,None,Rural,No,No,No,Yes,Yes,public,PO Box 217,Fairgrove,MI,48733,,,Rural: Distant,
Alcona Community High School,2.60E+11,Alcona Community Schools,2602160,402,41.9,9.59,225,20,245,59,75,56,,0.004975124,0,0.004975124,0.019900498,0,0.945273632,0.024875622,0.467661692,0.532338308,190,Yes,None,Rural,No,Yes,No,Yes,Yes,public,51 N BARLOW RD,HARRISVILLE,MI,48740,,,Rural: Distant,
Algonac Alternative Education,2.60E+11,Algonac Community School District,2602190,25,1,25,18,0,18,1,5,6,13,0,0,0.04,0,0,0.96,0,0.52,0.48,12,Yes,None,Suburban,No,No,No,Yes,Yes,public,9541 PHELPS RD,CLAY,MI,48001,,,Suburb: Large,
Algonac JuniorSenior High School,2.60E+11,Algonac Community School District,2602190,678,31.1,21.8,265,28,293,124,124,102,109,0.01179941,0.002949853,0.001474926,0.005899705,0,0.973451327,0.004424779,0.529498525,0.470501475,350,Yes,None,Suburban,No,Yes,No,No,†,public,5200 TAFT RD,CLAY,MI,48001,,,Suburb: Large,
Allegan Alternative High School,2.60E+11,Allegan Public Schools,2602220,111,6,18.5,69,4,73,3,10,18,80,0,0,0.009009009,0.045045045,0,0.927927928,0.018018018,0.477477477,0.522522523,31,Yes,None,Town,No,No,No,Yes,Yes,public,550 5TH ST,ALLEGAN,MI,49010,,,Town: Distant,
Allegan High School,2.60E+11,Allegan Public Schools,2602220,691,31,22.29,282,35,317,204,165,155,167,0.002894356,0.013024602,0.00723589,0.07959479,0.001447178,0.866859624,0.02894356,0.544138929,0.455861071,524,Yes,None,Town,No,No,No,No,†,public,550 5TH ST,ALLEGAN,MI,49010,,,Town: Distant,
Allen Park Community School,2.60E+11,Allen Park Public Schools,2602520,109,8.33,13.09,59,5,64,0,9,24,76,0,0,0.055045872,0.229357798,0,0.669724771,0.04587156,0.605504587,0.394495413,33,Yes,None,Suburban,No,No,No,Yes,Yes,public,14700 MOORE AVE,ALLEN PARK,MI,48101,,,Suburb: Large,
Allen Park High School,2.60E+11,Allen Park Public Schools,2602520,1130,53.85,20.98,313,44,357,304,281,274,271,0.00619469,0.007964602,0.024778761,0.138053097,0,0.807079646,0.015929204,0.495575221,0.504424779,859,Yes,None,Suburban,No,No,No,No,†,public,18401 CHAMPAIGN RD,ALLEN PARK,MI,48101,,,Suburb: Large,
Allendale High School,2.60E+11,Allendale Public Schools,2602550,778,33.29,23.37,180,29,209,204,200,180,194,0.002570694,0.01285347,0.028277635,0.110539846,0,0.81748072,0.028277635,0.511568123,0.488431877,584,Yes,None,Suburban,No,No,No,No,†,public,10760 68TH AVE,ALLENDALE,MI,49401,,,Suburb: Large,
Alma Senior High School,2.60E+11,Alma Public Schools,2602640,605,35.51,17.04,278,32,310,150,157,149,148,0.001652893,0.009917355,0.014876033,0.089256198,0,0.879338843,0.004958678,0.509090909,0.490909091,456,Yes,None,Town,No,No,No,No,†,public,1500 PINE AVE,ALMA,MI,48801,,,Town: Distant,
Almont High School,2.60E+11,Almont Community Schools,2602670,432,20.42,21.16,88,19,107,126,96,99,111,0.00462963,0.00462963,0.002314815,0.043981481,0,0.930555556,0.013888889,0.539351852,0.460648148,321,Yes,None,Rural,No,No,No,No,†,public,4701 HOWLAND RD,ALMONT,MI,48003,,,Rural: Fringe,
Alpena High School,2.60E+11,Alpena Public Schools,2602730,1154,49.2,23.46,492,56,548,350,273,238,293,0.002599653,0.006065858,0.005199307,0.011265165,0,0.942807626,0.032062392,0.5,0.5,861,Yes,None,Town,No,No,No,No,†,public,3303 SOUTH THIRD AVE,ALPENA,MI,49707,,,Town: Remote,
Alternative Educational Academy of Iosco County,2.60E+11,Alternative Educational Academy Of Iosco County,2601034,153,6.25,24.48,129,6,135,40,34,38,,0,0,0.013071895,0.026143791,0.013071895,0.895424837,0.052287582,0.45751634,0.54248366,112,Yes,None,Rural,Yes,No,Yes,Yes,No,public,40 W M 55,TAWAS CITY,MI,48763,,,Rural: Fringe,
Alternative Educational Academy of Ogemaw County,2.60E+11,Alternative Educational Academy Of Ogemaw County,2601092,129,3.98,32.41,111,6,117,34,32,30,,0,0,0,0.054263566,0,0.906976744,0.03875969,0.527131783,0.472868217,96,Yes,None,Rural,Yes,No,Yes,Yes,No,public,2389 S M 76,West Branch,MI,48661,,,Rural: Remote,
